from;to;weight
Carlos Roberto Dos Santos Faria;Gilberto Soares Dos Reis;1
Carlos Roberto Dos Santos Faria;Patrícia Nogueira Buchaul;1
Carlos Roberto Dos Santos Faria;Frederico Rangel Paes;1
Carlos Roberto Dos Santos Faria;Oziel Batista Crespo Filho;1
Jorge Luis De Souza Crespo;Vera Cardoso De Melo;1
Jorge Luis De Souza Crespo;Ricardo Andrade Corrêa;1
Jorge Luis De Souza Crespo;Leandro Ramos Barreto;1
Jorge Luis De Souza Crespo;Lucimara Alves De Souza Dos Santos;1
Jorge Luis De Souza Crespo;Carlos Vinícius Viana Vieira;1
Jorge Luis De Souza Crespo;Ronaldo Soares Pinto;1
Jorge Luis De Souza Crespo;José Márcio Ferreira;1
Jorge Luis De Souza Crespo;Tito Lívio Campello Inojosa De Andrade;1
Jorge Luis De Souza Crespo;Luis Marcos Barreto Da Silva;1
Jorge Luis De Souza Crespo;Paulo Roberto Flôr;1
Jorge Luis De Souza Crespo;Ângelo José Burla Dias;1
Jorge Luis De Souza Crespo;Jurandir Pereira Neto;1
Jorge Luis De Souza Crespo;Elber Salve;1
Jorge Luis De Souza Crespo;João Gomes De Siqueira;1
Jorge Luis De Souza Crespo;Zenilson Coutinho Do Amaral;1
Jorge Luis De Souza Crespo;Leandro Rodrigues Galaxy;1
Jorge Luis De Souza Crespo;Sebastião Da Silva;1
Jorge Luis De Souza Crespo;Gil Roberto Afonso De Menezes;1
Jorge Luis De Souza Crespo;Maria Agda Pelegrini Rosa;1
Jorge Luis De Souza Crespo;José Luiz Lobo Escocard;1
Jorge Luis De Souza Crespo;Rodrigo Braga Souza;1
Jorge Luis De Souza Crespo;Eduardo Felipe Nobre Mendonça;1
Jorge Luis De Souza Crespo;Gilberto Soares Dos Reis;1
Jorge Luis De Souza Crespo;Patrícia Nogueira Buchaul;1
Jorge Luis De Souza Crespo;Frederico Rangel Paes;1
Jorge Luis De Souza Crespo;Oziel Batista Crespo Filho;1
Vera Cardoso De Melo;Ricardo Andrade Corrêa;1
Vera Cardoso De Melo;Leandro Ramos Barreto;1
Vera Cardoso De Melo;Lucimara Alves De Souza Dos Santos;1
Vera Cardoso De Melo;Carlos Vinícius Viana Vieira;1
Vera Cardoso De Melo;Ronaldo Soares Pinto;1
Vera Cardoso De Melo;José Márcio Ferreira;1
Vera Cardoso De Melo;Tito Lívio Campello Inojosa De Andrade;1
Vera Cardoso De Melo;Luis Marcos Barreto Da Silva;1
Vera Cardoso De Melo;Paulo Roberto Flôr;1
Vera Cardoso De Melo;Ângelo José Burla Dias;1
Vera Cardoso De Melo;Jurandir Pereira Neto;1
Vera Cardoso De Melo;Elber Salve;1
Vera Cardoso De Melo;João Gomes De Siqueira;1
Vera Cardoso De Melo;Zenilson Coutinho Do Amaral;1
Vera Cardoso De Melo;Leandro Rodrigues Galaxy;1
Vera Cardoso De Melo;Sebastião Da Silva;1
Vera Cardoso De Melo;Gil Roberto Afonso De Menezes;1
Vera Cardoso De Melo;Maria Agda Pelegrini Rosa;1
Vera Cardoso De Melo;José Luiz Lobo Escocard;1
Vera Cardoso De Melo;Rodrigo Braga Souza;1
Vera Cardoso De Melo;Eduardo Felipe Nobre Mendonça;1
Vera Cardoso De Melo;Gilberto Soares Dos Reis;1
Vera Cardoso De Melo;Patrícia Nogueira Buchaul;1
Vera Cardoso De Melo;Frederico Rangel Paes;1
Vera Cardoso De Melo;Oziel Batista Crespo Filho;1
Vera Cardoso De Melo;Rodolpho Carlos Jordão;1
Vera Cardoso De Melo;Douglas Leonard Queiroz Pessanha;1
Vera Cardoso De Melo;Bruno Da Silva Lopes;1
Vera Cardoso De Melo;Robson De Lima Braga;1
Vera Cardoso De Melo;Joana De Freitas Tavares Campista;1
Vera Cardoso De Melo;Elana Martins Rodrigues;1
Vera Cardoso De Melo;Mariano Amorim;1
Vera Cardoso De Melo;Janaína Gomes Viana;1
Vera Cardoso De Melo;Gerson De Souza Gomes;1
Ricardo Andrade Corrêa;Leandro Ramos Barreto;1
Ricardo Andrade Corrêa;Lucimara Alves De Souza Dos Santos;1
Ricardo Andrade Corrêa;Carlos Vinícius Viana Vieira;1
Ricardo Andrade Corrêa;Ronaldo Soares Pinto;1
Ricardo Andrade Corrêa;José Márcio Ferreira;1
Ricardo Andrade Corrêa;Tito Lívio Campello Inojosa De Andrade;1
Ricardo Andrade Corrêa;Luis Marcos Barreto Da Silva;1
Ricardo Andrade Corrêa;Paulo Roberto Flôr;1
Ricardo Andrade Corrêa;Ângelo José Burla Dias;1
Ricardo Andrade Corrêa;Jurandir Pereira Neto;1
Ricardo Andrade Corrêa;Elber Salve;1
Ricardo Andrade Corrêa;João Gomes De Siqueira;1
Ricardo Andrade Corrêa;Zenilson Coutinho Do Amaral;1
Ricardo Andrade Corrêa;Leandro Rodrigues Galaxy;1
Ricardo Andrade Corrêa;Sebastião Da Silva;1
Ricardo Andrade Corrêa;Gil Roberto Afonso De Menezes;1
Ricardo Andrade Corrêa;Maria Agda Pelegrini Rosa;1
Ricardo Andrade Corrêa;José Luiz Lobo Escocard;1
Ricardo Andrade Corrêa;Rodrigo Braga Souza;1
Ricardo Andrade Corrêa;Eduardo Felipe Nobre Mendonça;1
Ricardo Andrade Corrêa;Gilberto Soares Dos Reis;1
Ricardo Andrade Corrêa;Patrícia Nogueira Buchaul;1
Ricardo Andrade Corrêa;Frederico Rangel Paes;1
Ricardo Andrade Corrêa;Oziel Batista Crespo Filho;1
Leandro Ramos Barreto;Lucimara Alves De Souza Dos Santos;1
Leandro Ramos Barreto;Carlos Vinícius Viana Vieira;2
Leandro Ramos Barreto;Ronaldo Soares Pinto;1
Leandro Ramos Barreto;José Márcio Ferreira;1
Leandro Ramos Barreto;Tito Lívio Campello Inojosa De Andrade;1
Leandro Ramos Barreto;Luis Marcos Barreto Da Silva;1
Leandro Ramos Barreto;Paulo Roberto Flôr;1
Leandro Ramos Barreto;Ângelo José Burla Dias;1
Leandro Ramos Barreto;Jurandir Pereira Neto;1
Leandro Ramos Barreto;Elber Salve;1
Leandro Ramos Barreto;João Gomes De Siqueira;1
Leandro Ramos Barreto;Zenilson Coutinho Do Amaral;1
Leandro Ramos Barreto;Leandro Rodrigues Galaxy;1
Leandro Ramos Barreto;Sebastião Da Silva;1
Leandro Ramos Barreto;Gil Roberto Afonso De Menezes;1
Leandro Ramos Barreto;Maria Agda Pelegrini Rosa;1
Leandro Ramos Barreto;José Luiz Lobo Escocard;1
Leandro Ramos Barreto;Rodrigo Braga Souza;1
Leandro Ramos Barreto;Eduardo Felipe Nobre Mendonça;1
Leandro Ramos Barreto;Gilberto Soares Dos Reis;1
Leandro Ramos Barreto;Patrícia Nogueira Buchaul;1
Leandro Ramos Barreto;Frederico Rangel Paes;1
Leandro Ramos Barreto;Oziel Batista Crespo Filho;1
Leandro Ramos Barreto;José Paes Neto;1
Leandro Ramos Barreto;Gisely Nunes Moço Barbosa;1
Leandro Ramos Barreto;Mariano Amorim;1
Leandro Ramos Barreto;Luiz Claudio Vieira;1
Leandro Ramos Barreto;Leonardo Gomes Mocaiber;1
Leandro Ramos Barreto;Tainá De Oliveira Inácio;1
Leandro Ramos Barreto;Barreto Nunes Daflon;1
Leandro Ramos Barreto;Evandro Guimarães Ferraz;1
Leandro Ramos Barreto;Leonardo Diogenes Wigand Rodrigues;1
Leandro Ramos Barreto;Romeu E Silva Neto;1
Lucimara Alves De Souza Dos Santos;Carlos Vinícius Viana Vieira;1
Lucimara Alves De Souza Dos Santos;Ronaldo Soares Pinto;1
Lucimara Alves De Souza Dos Santos;José Márcio Ferreira;1
Lucimara Alves De Souza Dos Santos;Tito Lívio Campello Inojosa De Andrade;1
Lucimara Alves De Souza Dos Santos;Luis Marcos Barreto Da Silva;1
Lucimara Alves De Souza Dos Santos;Paulo Roberto Flôr;1
Lucimara Alves De Souza Dos Santos;Ângelo José Burla Dias;1
Lucimara Alves De Souza Dos Santos;Jurandir Pereira Neto;1
Lucimara Alves De Souza Dos Santos;Elber Salve;1
Lucimara Alves De Souza Dos Santos;João Gomes De Siqueira;1
Lucimara Alves De Souza Dos Santos;Zenilson Coutinho Do Amaral;1
Lucimara Alves De Souza Dos Santos;Leandro Rodrigues Galaxy;1
Lucimara Alves De Souza Dos Santos;Sebastião Da Silva;1
Lucimara Alves De Souza Dos Santos;Gil Roberto Afonso De Menezes;1
Lucimara Alves De Souza Dos Santos;Maria Agda Pelegrini Rosa;1
Lucimara Alves De Souza Dos Santos;José Luiz Lobo Escocard;1
Lucimara Alves De Souza Dos Santos;Rodrigo Braga Souza;1
Lucimara Alves De Souza Dos Santos;Eduardo Felipe Nobre Mendonça;1
Lucimara Alves De Souza Dos Santos;Gilberto Soares Dos Reis;1
Lucimara Alves De Souza Dos Santos;Patrícia Nogueira Buchaul;1
Lucimara Alves De Souza Dos Santos;Frederico Rangel Paes;1
Lucimara Alves De Souza Dos Santos;Oziel Batista Crespo Filho;1
Carlos Vinícius Viana Vieira;Ronaldo Soares Pinto;1
Carlos Vinícius Viana Vieira;José Márcio Ferreira;1
Carlos Vinícius Viana Vieira;Tito Lívio Campello Inojosa De Andrade;1
Carlos Vinícius Viana Vieira;Luis Marcos Barreto Da Silva;1
Carlos Vinícius Viana Vieira;Paulo Roberto Flôr;1
Carlos Vinícius Viana Vieira;Ângelo José Burla Dias;1
Carlos Vinícius Viana Vieira;Jurandir Pereira Neto;1
Carlos Vinícius Viana Vieira;Elber Salve;1
Carlos Vinícius Viana Vieira;João Gomes De Siqueira;1
Carlos Vinícius Viana Vieira;Zenilson Coutinho Do Amaral;1
Carlos Vinícius Viana Vieira;Leandro Rodrigues Galaxy;1
Carlos Vinícius Viana Vieira;Sebastião Da Silva;1
Carlos Vinícius Viana Vieira;Gil Roberto Afonso De Menezes;1
Carlos Vinícius Viana Vieira;Maria Agda Pelegrini Rosa;1
Carlos Vinícius Viana Vieira;José Luiz Lobo Escocard;1
Carlos Vinícius Viana Vieira;Rodrigo Braga Souza;1
Carlos Vinícius Viana Vieira;Eduardo Felipe Nobre Mendonça;1
Carlos Vinícius Viana Vieira;Gilberto Soares Dos Reis;1
Carlos Vinícius Viana Vieira;Patrícia Nogueira Buchaul;1
Carlos Vinícius Viana Vieira;Frederico Rangel Paes;1
Carlos Vinícius Viana Vieira;Oziel Batista Crespo Filho;1
Carlos Vinícius Viana Vieira;José Paes Neto;1
Carlos Vinícius Viana Vieira;Gisely Nunes Moço Barbosa;1
Carlos Vinícius Viana Vieira;Mariano Amorim;1
Carlos Vinícius Viana Vieira;Luiz Claudio Vieira;1
Carlos Vinícius Viana Vieira;Leonardo Gomes Mocaiber;1
Carlos Vinícius Viana Vieira;Tainá De Oliveira Inácio;1
Carlos Vinícius Viana Vieira;Barreto Nunes Daflon;1
Carlos Vinícius Viana Vieira;Evandro Guimarães Ferraz;1
Carlos Vinícius Viana Vieira;Leonardo Diogenes Wigand Rodrigues;1
Carlos Vinícius Viana Vieira;Romeu E Silva Neto;1
Ronaldo Soares Pinto;José Márcio Ferreira;1
Ronaldo Soares Pinto;Tito Lívio Campello Inojosa De Andrade;1
Ronaldo Soares Pinto;Luis Marcos Barreto Da Silva;1
Ronaldo Soares Pinto;Paulo Roberto Flôr;1
Ronaldo Soares Pinto;Ângelo José Burla Dias;1
Ronaldo Soares Pinto;Jurandir Pereira Neto;1
Ronaldo Soares Pinto;Elber Salve;1
Ronaldo Soares Pinto;João Gomes De Siqueira;1
Ronaldo Soares Pinto;Zenilson Coutinho Do Amaral;1
Ronaldo Soares Pinto;Leandro Rodrigues Galaxy;1
Ronaldo Soares Pinto;Sebastião Da Silva;1
Ronaldo Soares Pinto;Gil Roberto Afonso De Menezes;1
Ronaldo Soares Pinto;Maria Agda Pelegrini Rosa;1
Ronaldo Soares Pinto;José Luiz Lobo Escocard;1
Ronaldo Soares Pinto;Rodrigo Braga Souza;1
Ronaldo Soares Pinto;Eduardo Felipe Nobre Mendonça;1
Ronaldo Soares Pinto;Gilberto Soares Dos Reis;1
Ronaldo Soares Pinto;Patrícia Nogueira Buchaul;1
Ronaldo Soares Pinto;Frederico Rangel Paes;1
Ronaldo Soares Pinto;Oziel Batista Crespo Filho;1
José Márcio Ferreira;Tito Lívio Campello Inojosa De Andrade;1
José Márcio Ferreira;Luis Marcos Barreto Da Silva;1
José Márcio Ferreira;Paulo Roberto Flôr;1
José Márcio Ferreira;Ângelo José Burla Dias;1
José Márcio Ferreira;Jurandir Pereira Neto;1
José Márcio Ferreira;Elber Salve;1
José Márcio Ferreira;João Gomes De Siqueira;1
José Márcio Ferreira;Zenilson Coutinho Do Amaral;1
José Márcio Ferreira;Leandro Rodrigues Galaxy;1
José Márcio Ferreira;Sebastião Da Silva;1
José Márcio Ferreira;Gil Roberto Afonso De Menezes;1
José Márcio Ferreira;Maria Agda Pelegrini Rosa;1
José Márcio Ferreira;José Luiz Lobo Escocard;1
José Márcio Ferreira;Rodrigo Braga Souza;1
José Márcio Ferreira;Eduardo Felipe Nobre Mendonça;1
José Márcio Ferreira;Gilberto Soares Dos Reis;1
José Márcio Ferreira;Patrícia Nogueira Buchaul;1
José Márcio Ferreira;Frederico Rangel Paes;1
José Márcio Ferreira;Oziel Batista Crespo Filho;1
Tito Lívio Campello Inojosa De Andrade;Luis Marcos Barreto Da Silva;1
Tito Lívio Campello Inojosa De Andrade;Paulo Roberto Flôr;1
Tito Lívio Campello Inojosa De Andrade;Ângelo José Burla Dias;1
Tito Lívio Campello Inojosa De Andrade;Jurandir Pereira Neto;1
Tito Lívio Campello Inojosa De Andrade;Elber Salve;1
Tito Lívio Campello Inojosa De Andrade;João Gomes De Siqueira;1
Tito Lívio Campello Inojosa De Andrade;Zenilson Coutinho Do Amaral;1
Tito Lívio Campello Inojosa De Andrade;Leandro Rodrigues Galaxy;1
Tito Lívio Campello Inojosa De Andrade;Sebastião Da Silva;1
Tito Lívio Campello Inojosa De Andrade;Gil Roberto Afonso De Menezes;1
Tito Lívio Campello Inojosa De Andrade;Maria Agda Pelegrini Rosa;1
Tito Lívio Campello Inojosa De Andrade;José Luiz Lobo Escocard;1
Tito Lívio Campello Inojosa De Andrade;Rodrigo Braga Souza;1
Tito Lívio Campello Inojosa De Andrade;Eduardo Felipe Nobre Mendonça;1
Tito Lívio Campello Inojosa De Andrade;Gilberto Soares Dos Reis;1
Tito Lívio Campello Inojosa De Andrade;Patrícia Nogueira Buchaul;1
Tito Lívio Campello Inojosa De Andrade;Frederico Rangel Paes;1
Tito Lívio Campello Inojosa De Andrade;Oziel Batista Crespo Filho;1
Luis Marcos Barreto Da Silva;Paulo Roberto Flôr;1
Luis Marcos Barreto Da Silva;Ângelo José Burla Dias;1
Luis Marcos Barreto Da Silva;Jurandir Pereira Neto;1
Luis Marcos Barreto Da Silva;Elber Salve;1
Luis Marcos Barreto Da Silva;João Gomes De Siqueira;1
Luis Marcos Barreto Da Silva;Zenilson Coutinho Do Amaral;1
Luis Marcos Barreto Da Silva;Leandro Rodrigues Galaxy;1
Luis Marcos Barreto Da Silva;Sebastião Da Silva;1
Luis Marcos Barreto Da Silva;Gil Roberto Afonso De Menezes;1
Luis Marcos Barreto Da Silva;Maria Agda Pelegrini Rosa;1
Luis Marcos Barreto Da Silva;José Luiz Lobo Escocard;1
Luis Marcos Barreto Da Silva;Rodrigo Braga Souza;1
Luis Marcos Barreto Da Silva;Eduardo Felipe Nobre Mendonça;1
Luis Marcos Barreto Da Silva;Gilberto Soares Dos Reis;1
Luis Marcos Barreto Da Silva;Patrícia Nogueira Buchaul;1
Luis Marcos Barreto Da Silva;Frederico Rangel Paes;1
Luis Marcos Barreto Da Silva;Oziel Batista Crespo Filho;1
Paulo Roberto Flôr;Ângelo José Burla Dias;1
Paulo Roberto Flôr;Jurandir Pereira Neto;1
Paulo Roberto Flôr;Elber Salve;1
Paulo Roberto Flôr;João Gomes De Siqueira;1
Paulo Roberto Flôr;Zenilson Coutinho Do Amaral;1
Paulo Roberto Flôr;Leandro Rodrigues Galaxy;1
Paulo Roberto Flôr;Sebastião Da Silva;1
Paulo Roberto Flôr;Gil Roberto Afonso De Menezes;1
Paulo Roberto Flôr;Maria Agda Pelegrini Rosa;1
Paulo Roberto Flôr;José Luiz Lobo Escocard;1
Paulo Roberto Flôr;Rodrigo Braga Souza;1
Paulo Roberto Flôr;Eduardo Felipe Nobre Mendonça;1
Paulo Roberto Flôr;Gilberto Soares Dos Reis;1
Paulo Roberto Flôr;Patrícia Nogueira Buchaul;1
Paulo Roberto Flôr;Frederico Rangel Paes;1
Paulo Roberto Flôr;Oziel Batista Crespo Filho;1
Ângelo José Burla Dias;Jurandir Pereira Neto;1
Ângelo José Burla Dias;Elber Salve;1
Ângelo José Burla Dias;João Gomes De Siqueira;1
Ângelo José Burla Dias;Zenilson Coutinho Do Amaral;1
Ângelo José Burla Dias;Leandro Rodrigues Galaxy;1
Ângelo José Burla Dias;Sebastião Da Silva;1
Ângelo José Burla Dias;Gil Roberto Afonso De Menezes;1
Ângelo José Burla Dias;Maria Agda Pelegrini Rosa;1
Ângelo José Burla Dias;José Luiz Lobo Escocard;1
Ângelo José Burla Dias;Rodrigo Braga Souza;1
Ângelo José Burla Dias;Eduardo Felipe Nobre Mendonça;1
Ângelo José Burla Dias;Gilberto Soares Dos Reis;1
Ângelo José Burla Dias;Patrícia Nogueira Buchaul;1
Ângelo José Burla Dias;Frederico Rangel Paes;1
Ângelo José Burla Dias;Oziel Batista Crespo Filho;1
Jurandir Pereira Neto;Elber Salve;1
Jurandir Pereira Neto;João Gomes De Siqueira;1
Jurandir Pereira Neto;Zenilson Coutinho Do Amaral;1
Jurandir Pereira Neto;Leandro Rodrigues Galaxy;1
Jurandir Pereira Neto;Sebastião Da Silva;1
Jurandir Pereira Neto;Gil Roberto Afonso De Menezes;1
Jurandir Pereira Neto;Maria Agda Pelegrini Rosa;1
Jurandir Pereira Neto;José Luiz Lobo Escocard;1
Jurandir Pereira Neto;Rodrigo Braga Souza;1
Jurandir Pereira Neto;Eduardo Felipe Nobre Mendonça;1
Jurandir Pereira Neto;Gilberto Soares Dos Reis;1
Jurandir Pereira Neto;Patrícia Nogueira Buchaul;1
Jurandir Pereira Neto;Frederico Rangel Paes;1
Jurandir Pereira Neto;Oziel Batista Crespo Filho;1
Elber Salve;João Gomes De Siqueira;1
Elber Salve;Zenilson Coutinho Do Amaral;1
Elber Salve;Leandro Rodrigues Galaxy;1
Elber Salve;Sebastião Da Silva;1
Elber Salve;Gil Roberto Afonso De Menezes;1
Elber Salve;Maria Agda Pelegrini Rosa;1
Elber Salve;José Luiz Lobo Escocard;1
Elber Salve;Rodrigo Braga Souza;1
Elber Salve;Eduardo Felipe Nobre Mendonça;1
Elber Salve;Gilberto Soares Dos Reis;1
Elber Salve;Patrícia Nogueira Buchaul;1
Elber Salve;Frederico Rangel Paes;1
Elber Salve;Oziel Batista Crespo Filho;1
João Gomes De Siqueira;Zenilson Coutinho Do Amaral;1
João Gomes De Siqueira;Leandro Rodrigues Galaxy;1
João Gomes De Siqueira;Sebastião Da Silva;1
João Gomes De Siqueira;Gil Roberto Afonso De Menezes;1
João Gomes De Siqueira;Maria Agda Pelegrini Rosa;1
João Gomes De Siqueira;José Luiz Lobo Escocard;1
João Gomes De Siqueira;Rodrigo Braga Souza;1
João Gomes De Siqueira;Eduardo Felipe Nobre Mendonça;1
João Gomes De Siqueira;Gilberto Soares Dos Reis;1
João Gomes De Siqueira;Patrícia Nogueira Buchaul;1
João Gomes De Siqueira;Frederico Rangel Paes;1
João Gomes De Siqueira;Oziel Batista Crespo Filho;1
Zenilson Coutinho Do Amaral;Leandro Rodrigues Galaxy;1
Zenilson Coutinho Do Amaral;Sebastião Da Silva;1
Zenilson Coutinho Do Amaral;Gil Roberto Afonso De Menezes;1
Zenilson Coutinho Do Amaral;Maria Agda Pelegrini Rosa;1
Zenilson Coutinho Do Amaral;José Luiz Lobo Escocard;1
Zenilson Coutinho Do Amaral;Rodrigo Braga Souza;1
Zenilson Coutinho Do Amaral;Eduardo Felipe Nobre Mendonça;1
Zenilson Coutinho Do Amaral;Gilberto Soares Dos Reis;1
Zenilson Coutinho Do Amaral;Patrícia Nogueira Buchaul;1
Zenilson Coutinho Do Amaral;Frederico Rangel Paes;1
Zenilson Coutinho Do Amaral;Oziel Batista Crespo Filho;1
Leandro Rodrigues Galaxy;Sebastião Da Silva;1
Leandro Rodrigues Galaxy;Gil Roberto Afonso De Menezes;1
Leandro Rodrigues Galaxy;Maria Agda Pelegrini Rosa;1
Leandro Rodrigues Galaxy;José Luiz Lobo Escocard;1
Leandro Rodrigues Galaxy;Rodrigo Braga Souza;1
Leandro Rodrigues Galaxy;Eduardo Felipe Nobre Mendonça;1
Leandro Rodrigues Galaxy;Gilberto Soares Dos Reis;1
Leandro Rodrigues Galaxy;Patrícia Nogueira Buchaul;1
Leandro Rodrigues Galaxy;Frederico Rangel Paes;1
Leandro Rodrigues Galaxy;Oziel Batista Crespo Filho;1
Sebastião Da Silva;Gil Roberto Afonso De Menezes;1
Sebastião Da Silva;Maria Agda Pelegrini Rosa;1
Sebastião Da Silva;José Luiz Lobo Escocard;1
Sebastião Da Silva;Rodrigo Braga Souza;1
Sebastião Da Silva;Eduardo Felipe Nobre Mendonça;1
Sebastião Da Silva;Gilberto Soares Dos Reis;1
Sebastião Da Silva;Patrícia Nogueira Buchaul;1
Sebastião Da Silva;Frederico Rangel Paes;1
Sebastião Da Silva;Oziel Batista Crespo Filho;1
Gil Roberto Afonso De Menezes;Maria Agda Pelegrini Rosa;1
Gil Roberto Afonso De Menezes;José Luiz Lobo Escocard;1
Gil Roberto Afonso De Menezes;Rodrigo Braga Souza;1
Gil Roberto Afonso De Menezes;Eduardo Felipe Nobre Mendonça;1
Gil Roberto Afonso De Menezes;Gilberto Soares Dos Reis;1
Gil Roberto Afonso De Menezes;Patrícia Nogueira Buchaul;1
Gil Roberto Afonso De Menezes;Frederico Rangel Paes;1
Gil Roberto Afonso De Menezes;Oziel Batista Crespo Filho;1
Maria Agda Pelegrini Rosa;José Luiz Lobo Escocard;1
Maria Agda Pelegrini Rosa;Rodrigo Braga Souza;1
Maria Agda Pelegrini Rosa;Eduardo Felipe Nobre Mendonça;1
Maria Agda Pelegrini Rosa;Gilberto Soares Dos Reis;1
Maria Agda Pelegrini Rosa;Patrícia Nogueira Buchaul;1
Maria Agda Pelegrini Rosa;Frederico Rangel Paes;1
Maria Agda Pelegrini Rosa;Oziel Batista Crespo Filho;1
José Luiz Lobo Escocard;Rodrigo Braga Souza;1
José Luiz Lobo Escocard;Eduardo Felipe Nobre Mendonça;1
José Luiz Lobo Escocard;Gilberto Soares Dos Reis;1
José Luiz Lobo Escocard;Patrícia Nogueira Buchaul;1
José Luiz Lobo Escocard;Frederico Rangel Paes;1
José Luiz Lobo Escocard;Oziel Batista Crespo Filho;1
Rodrigo Braga Souza;Eduardo Felipe Nobre Mendonça;1
Rodrigo Braga Souza;Gilberto Soares Dos Reis;1
Rodrigo Braga Souza;Patrícia Nogueira Buchaul;1
Rodrigo Braga Souza;Frederico Rangel Paes;1
Rodrigo Braga Souza;Oziel Batista Crespo Filho;1
Eduardo Felipe Nobre Mendonça;Gilberto Soares Dos Reis;1
Eduardo Felipe Nobre Mendonça;Patrícia Nogueira Buchaul;1
Eduardo Felipe Nobre Mendonça;Frederico Rangel Paes;1
Eduardo Felipe Nobre Mendonça;Oziel Batista Crespo Filho;1
Gilberto Soares Dos Reis;Patrícia Nogueira Buchaul;1
Gilberto Soares Dos Reis;Frederico Rangel Paes;1
Gilberto Soares Dos Reis;Oziel Batista Crespo Filho;1
Patrícia Nogueira Buchaul;Frederico Rangel Paes;1
Patrícia Nogueira Buchaul;Oziel Batista Crespo Filho;1
Frederico Rangel Paes;Oziel Batista Crespo Filho;1
Thaís Chaves Soares Pessanha;Raquel Almeida Gonçalves Santos;1
Thaís Chaves Soares Pessanha;Luana Rodrigues Da Silva;1
Thaís Chaves Soares Pessanha;Tatiana Freire Ferreira;1
Thaís Chaves Soares Pessanha;César Siqueira De Souza;1
Thaís Chaves Soares Pessanha;Rogério Siqueira Dias Maciel;1
Thaís Chaves Soares Pessanha;Marcos Vinícius Soares De Souza;1
Thaís Chaves Soares Pessanha;José Roberto Pessanha;1
Thaís Chaves Soares Pessanha;Roberto Barcellos Pessanha Crespo;1
Thaís Chaves Soares Pessanha;Eliedma Pires Dutra Da Conceição;1
Thaís Chaves Soares Pessanha;Celeste Da Silva Gomes;1
Thaís Chaves Soares Pessanha;Clécia Maria Almeida;1
Thaís Chaves Soares Pessanha;Maurício Teixeira;1
Thaís Chaves Soares Pessanha;Gilberto Firmino Coutinho Junior;1
Thaís Chaves Soares Pessanha;Leo Darmont De Alvarenga;1
Thaís Chaves Soares Pessanha;Neicia Dabra Da Penha Rosa De Araújo;1
Thaís Chaves Soares Pessanha;Lediane Reis De Souza;1
Thaís Chaves Soares Pessanha;João José Ribeiro Damásio;1
Thaís Chaves Soares Pessanha;Eduardo Robson Guedes De Assis;1
Thaís Chaves Soares Pessanha;Victor Hugo Ribeiro Almeida;1
Thaís Chaves Soares Pessanha;Tamillys Lirio Da Silva;1
Raquel Almeida Gonçalves Santos;Luana Rodrigues Da Silva;1
Raquel Almeida Gonçalves Santos;Tatiana Freire Ferreira;1
Raquel Almeida Gonçalves Santos;César Siqueira De Souza;1
Raquel Almeida Gonçalves Santos;Rogério Siqueira Dias Maciel;1
Raquel Almeida Gonçalves Santos;Marcos Vinícius Soares De Souza;1
